time,wx (rad/s),wy (rad/s),wz (rad/s)
9.586,-1.03,-0.42,-1.15
9.589,-1.0,-0.39,-1.14
9.591000000000001,-0.97,-0.37,-1.14
9.594,-0.94,-0.36,-1.13
9.597000000000001,-0.9,-0.36,-1.12
9.599,-0.87,-0.37,-1.11
9.601,-0.83,-0.38,-1.1
9.603,-0.8,-0.39,-1.09
9.606,-0.77,-0.4,-1.08
9.607999999999999,-0.73,-0.41,-1.07
9.611,-0.7,-0.41,-1.05
9.613,-0.67,-0.41,-1.04
9.616,-0.64,-0.41,-1.03
9.618,-0.61,-0.4,-1.01
9.62,-0.58,-0.39,-1.0
9.623,-0.55,-0.38,-0.99
9.625,-0.53,-0.37,-0.97
9.628,-0.5,-0.36,-0.96
9.63,-0.48,-0.35,-0.94
9.633,-0.45,-0.34,-0.92
9.635,-0.43,-0.33,-0.9
9.638,-0.4,-0.32,-0.89
9.641,-0.38,-0.31,-0.87
9.642999999999999,-0.35,-0.31,-0.85
9.645,-0.32,-0.3,-0.83
9.648,-0.3,-0.29,-0.82
9.656,-0.28,-0.28,-0.8
9.657,-0.25,-0.26,-0.78
9.657,-0.23,-0.25,-0.77
9.657,-0.2,-0.23,-0.76
9.66,-0.18,-0.22,-0.74
9.662,-0.15,-0.2,-0.73
9.665,-0.13,-0.18,-0.72
9.668,-0.11,-0.16,-0.71
9.67,-0.08,-0.14,-0.7
9.673,-0.06,-0.12,-0.69
9.675,-0.04,-0.1,-0.68
9.677,-0.01,-0.08,-0.67
9.679,0.01,-0.05,-0.66
9.682,0.03,-0.03,-0.65
9.685,0.05,-0.01,-0.64
9.687000000000001,0.07,0.01,-0.63
9.689,0.1,0.03,-0.62
9.692,0.12,0.05,-0.61
9.696,0.14,0.07,-0.59
9.697000000000001,0.16,0.09,-0.58
9.699,0.18,0.11,-0.56
9.702,0.21,0.12,-0.55
9.704,0.23,0.13,-0.53
9.707,0.25,0.15,-0.52
9.709,0.28,0.16,-0.5
9.711,0.3,0.16,-0.48
9.714,0.32,0.17,-0.46
9.716000000000001,0.34,0.17,-0.43
9.719,0.36,0.17,-0.41
9.721,0.39,0.18,-0.39
9.724,0.41,0.18,-0.37
9.726,0.43,0.19,-0.35
9.729,0.46,0.19,-0.33
9.731,0.48,0.2,-0.3
9.732999999999999,0.5,0.2,-0.28
9.736,0.53,0.2,-0.25
9.738,0.55,0.2,-0.22
9.741,0.57,0.21,-0.18
9.743,0.58,0.21,-0.14
9.746,0.6,0.21,-0.1
9.748,0.61,0.22,-0.06
9.753,0.62,0.22,-0.01
9.754,0.63,0.23,0.04
9.756,0.64,0.24,0.1
9.758,0.64,0.26,0.15
9.761000000000001,0.65,0.28,0.21
9.77,0.65,0.31,0.27
9.77,0.66,0.34,0.32
9.771,0.66,0.37,0.36
9.771,0.67,0.4,0.4
9.774,0.68,0.44,0.44
9.775,0.7,0.48,0.47
9.777999999999999,0.71,0.51,0.49
9.78,0.74,0.54,0.51
9.782,0.77,0.57,0.51
9.785,0.8,0.59,0.52
9.788,0.83,0.61,0.52
9.79,0.87,0.63,0.52
9.792,0.92,0.64,0.52
9.795,0.96,0.65,0.51
9.797,1.01,0.66,0.51
9.8,1.05,0.66,0.5
9.802999999999999,1.1,0.66,0.5
9.805,1.15,0.66,0.5
9.807,1.19,0.65,0.51
9.81,1.22,0.63,0.52
9.812000000000001,1.25,0.61,0.53
9.814,1.28,0.59,0.55
9.817,1.29,0.56,0.58
9.818999999999999,1.3,0.54,0.61
9.822000000000001,1.3,0.51,0.64
9.824,1.29,0.48,0.67
9.827,1.27,0.46,0.71
9.83,1.24,0.44,0.74
9.832,1.2,0.43,0.79
9.834,1.16,0.43,0.84
9.836,1.1,0.43,0.89
9.839,1.04,0.43,0.95
9.842,0.98,0.43,1.01
9.844,0.91,0.44,1.07
9.846,0.84,0.44,1.14
9.849,0.78,0.44,1.2
9.854,0.71,0.44,1.27
9.854,0.65,0.43,1.34
9.856,0.59,0.42,1.42
9.859,0.54,0.41,1.49
9.861,0.48,0.4,1.56
9.87,0.44,0.38,1.63
9.87,0.4,0.37,1.7
9.87,0.36,0.36,1.76
9.871,0.33,0.35,1.82
9.874,0.31,0.35,1.88
9.876,0.29,0.35,1.92
9.878,0.28,0.36,1.96
9.88,0.27,0.37,1.99
9.883,0.26,0.38,2.02
9.886000000000001,0.26,0.39,2.04
9.888,0.27,0.4,2.06
9.89,0.27,0.41,2.08
9.892999999999999,0.28,0.42,2.1
9.895,0.29,0.43,2.11
9.898,0.29,0.45,2.13
9.9,0.3,0.46,2.14
9.902999999999999,0.3,0.46,2.16
9.905,0.31,0.47,2.17
9.908,0.31,0.48,2.18
9.91,0.31,0.49,2.19
9.912,0.3,0.49,2.2
9.915,0.3,0.5,2.21
9.918,0.29,0.5,2.22
9.92,0.27,0.5,2.23
9.922,0.25,0.5,2.25
9.925,0.23,0.5,2.26
9.927,0.21,0.49,2.28
9.93,0.19,0.49,2.3
9.932,0.16,0.47,2.32
9.935,0.13,0.46,2.34
9.937000000000001,0.1,0.44,2.36
9.939,0.07,0.42,2.38
9.942,0.04,0.4,2.41
9.943999999999999,0.01,0.38,2.43
9.948,-0.02,0.35,2.45
9.949,-0.05,0.32,2.47
9.953,-0.08,0.29,2.49
9.954,-0.11,0.26,2.51
9.957,-0.14,0.23,2.53
9.959,-0.16,0.2,2.55
9.962,-0.19,0.18,2.57
9.964,-0.21,0.15,2.59
9.967,-0.23,0.12,2.6
9.969,-0.25,0.09,2.62
9.971,-0.26,0.07,2.64
9.975,-0.27,0.04,2.64
9.976,-0.28,0.02,2.65
9.979,-0.29,0.0,2.67
9.981,-0.29,-0.01,2.67
9.984,-0.29,-0.03,2.68
9.987,-0.28,-0.04,2.69
9.988999999999999,-0.28,-0.05,2.7
9.991,-0.27,-0.06,2.7
9.993,-0.26,-0.06,2.71
9.996,-0.25,-0.06,2.72
9.999,-0.24,-0.07,2.73
10.001,-0.23,-0.06,2.73
10.003,-0.22,-0.06,2.74
10.006,-0.21,-0.06,2.75
10.011000000000001,-0.2,-0.06,2.76
10.011000000000001,-0.19,-0.06,2.77
10.013,-0.18,-0.06,2.78
10.016,-0.17,-0.06,2.79
10.017999999999999,-0.17,-0.06,2.8
10.026,-0.16,-0.06,2.8
10.026,-0.16,-0.06,2.82
10.026,-0.16,-0.06,2.83
10.027999999999999,-0.16,-0.06,2.84
10.031,-0.16,-0.05,2.86
10.033,-0.16,-0.04,2.87
10.035,-0.16,-0.04,2.87
10.038,-0.16,-0.03,2.88
10.04,-0.16,-0.01,2.89
10.043,-0.16,-0.0,2.89
10.045,-0.16,0.01,2.89
10.047,-0.16,0.03,2.89
10.05,-0.16,0.04,2.88
10.054,-0.16,0.05,2.87
10.055,-0.16,0.06,2.86
10.193,-0.15,0.08,2.84
10.193,-0.14,0.08,2.82
10.193999999999999,-0.13,0.09,2.8
10.193999999999999,-0.12,0.1,2.78
10.193999999999999,-0.11,0.1,2.75
10.193999999999999,-0.09,0.11,2.72
10.193999999999999,-0.07,0.11,2.69
10.193999999999999,-0.05,0.11,2.66
10.195,-0.03,0.12,2.63
10.195,-0.01,0.12,2.6
10.195,0.01,0.11,2.56
10.195,0.04,0.11,2.53
10.195,0.07,0.11,2.5
10.196,0.09,0.11,2.46
10.196,0.12,0.1,2.43
10.196,0.15,0.09,2.4
10.196,0.18,0.09,2.36
10.196,0.21,0.08,2.33
10.196,0.23,0.07,2.3
10.197000000000001,0.26,0.06,2.27
10.197000000000001,0.28,0.05,2.25
10.197000000000001,0.31,0.03,2.22
10.197000000000001,0.33,0.02,2.2
10.197000000000001,0.35,0.01,2.17
10.197000000000001,0.37,0.0,2.15
10.197000000000001,0.38,-0.01,2.13
10.198,0.39,-0.01,2.11
10.198,0.4,-0.02,2.09
10.198,0.41,-0.03,2.07
10.198,0.41,-0.04,2.06
10.198,0.42,-0.04,2.04
10.199,0.41,-0.04,2.03
10.199,0.41,-0.05,2.01
10.199,0.41,-0.05,1.99
10.199,0.4,-0.06,1.97
10.199,0.4,-0.06,1.95
10.199,0.38,-0.06,1.93
10.2,0.37,-0.07,1.91
10.2,0.36,-0.07,1.89
10.2,0.35,-0.07,1.87
10.2,0.33,-0.07,1.85
10.2,0.31,-0.07,1.83
10.201,0.3,-0.07,1.8
10.201,0.28,-0.07,1.78
10.201,0.27,-0.07,1.76
10.201,0.25,-0.07,1.73
10.202,0.23,-0.06,1.7
10.202,0.21,-0.05,1.68
10.202,0.19,-0.05,1.65
10.202,0.17,-0.04,1.63
10.202,0.16,-0.03,1.6
10.202,0.14,-0.02,1.57
10.202,0.13,-0.02,1.54
10.203,0.11,-0.01,1.51
10.203,0.1,-0.0,1.48
10.203,0.08,0.0,1.45
10.203,0.07,0.01,1.42
10.203,0.06,0.01,1.38
10.203,0.05,0.02,1.35
10.203,0.04,0.02,1.32
10.206,0.04,0.02,1.28
10.207,0.03,0.03,1.25
10.21,0.03,0.03,1.21
10.212,0.02,0.03,1.17
10.216000000000001,0.02,0.03,1.13
10.218,0.02,0.02,1.09
10.219,0.02,0.02,1.05
10.225,0.02,0.02,1.01
10.226,0.02,0.01,0.97
10.228,0.02,0.0,0.93
10.229,0.02,-0.0,0.88
10.232999999999999,0.02,-0.01,0.84
10.241,0.02,-0.01,0.8
10.242,0.03,-0.02,0.76
10.242,0.03,-0.02,0.72
10.242,0.03,-0.02,0.68
10.245,0.03,-0.02,0.64
10.245999999999999,0.04,-0.01,0.6
10.249,0.04,-0.01,0.56
10.252,0.04,-0.01,0.53
10.254000000000001,0.05,-0.01,0.5
10.255999999999998,0.05,-0.01,0.46
10.259,0.05,-0.0,0.42
10.261,0.06,-0.0,0.39
10.263,0.06,-0.0,0.35
10.265999999999998,0.07,-0.01,0.32
10.267999999999999,0.07,-0.01,0.28
10.270999999999999,0.08,-0.01,0.24
10.273,0.09,-0.01,0.21
10.276,0.09,-0.01,0.17
10.277999999999999,0.1,-0.02,0.14
10.280999999999999,0.1,-0.02,0.1
10.283,0.11,-0.02,0.07
10.286,0.11,-0.02,0.03
10.290999999999999,0.12,-0.02,-0.0
10.292,0.12,-0.03,-0.03
10.293,0.12,-0.03,-0.07
10.295,0.12,-0.03,-0.1
10.298,0.13,-0.03,-0.13
10.307,0.13,-0.03,-0.17
10.308,0.13,-0.04,-0.2
10.308,0.13,-0.04,-0.24
10.308,0.13,-0.04,-0.27
10.311,0.13,-0.04,-0.31
10.312999999999999,0.14,-0.04,-0.35
10.315,0.14,-0.04,-0.39
10.317,0.14,-0.04,-0.43
10.32,0.14,-0.03,-0.47
10.322000000000001,0.14,-0.03,-0.51
10.325,0.14,-0.02,-0.55
10.327,0.15,-0.02,-0.59
10.33,0.15,-0.01,-0.64
10.332,0.16,-0.01,-0.68
10.335,0.17,0.0,-0.72
10.337,0.17,0.0,-0.77
10.34,0.18,0.01,-0.81
10.342,0.19,0.01,-0.86
10.345,0.2,0.01,-0.9
10.347999999999999,0.2,0.01,-0.94
10.349,0.21,0.02,-0.98
10.352,0.22,0.02,-1.03
10.354000000000001,0.23,0.02,-1.06
10.357000000000001,0.23,0.03,-1.1
10.359000000000002,0.24,0.03,-1.13
10.362,0.24,0.04,-1.16
10.364,0.24,0.05,-1.18
10.367,0.24,0.06,-1.2
10.369000000000002,0.24,0.07,-1.22
10.370999999999999,0.23,0.08,-1.24
10.374,0.22,0.09,-1.26
10.376,0.21,0.1,-1.28
10.38,0.19,0.11,-1.3
10.380999999999998,0.18,0.13,-1.32
10.384,0.16,0.15,-1.34
10.386,0.14,0.16,-1.36
10.39,0.12,0.18,-1.39
10.390999999999998,0.1,0.2,-1.41
10.392999999999999,0.07,0.22,-1.45
10.395999999999999,0.05,0.23,-1.48
10.399000000000001,0.02,0.25,-1.52
10.401,0.0,0.25,-1.57
10.402999999999999,-0.02,0.26,-1.62
10.405999999999999,-0.03,0.26,-1.68
10.408,-0.05,0.25,-1.73
10.411,-0.06,0.24,-1.8
10.413,-0.07,0.23,-1.86
10.415999999999999,-0.07,0.22,-1.93
10.418,-0.07,0.21,-1.99
10.423,-0.07,0.2,-2.04
10.425999999999998,-0.06,0.19,-2.1
10.427,-0.06,0.18,-2.15
10.429,-0.05,0.18,-2.19
10.431,-0.04,0.17,-2.22
10.433,-0.03,0.17,-2.25
10.443,-0.02,0.16,-2.28
10.444,-0.01,0.16,-2.31
10.444,0.0,0.15,-2.33
10.444,0.01,0.14,-2.36
10.447000000000001,0.02,0.13,-2.38
10.448,0.03,0.12,-2.4
10.45,0.04,0.11,-2.42
10.452,0.05,0.1,-2.44
10.455,0.05,0.08,-2.45
10.457,0.05,0.07,-2.46
10.46,0.05,0.06,-2.46
10.462,0.05,0.04,-2.47
10.465,0.05,0.03,-2.46
10.468,0.04,0.03,-2.46
10.47,0.03,0.02,-2.46
10.472000000000001,0.02,0.01,-2.45
10.474,0.01,0.01,-2.45
10.477,0.0,0.01,-2.44
10.479000000000001,-0.01,0.01,-2.44
10.482000000000001,-0.02,0.02,-2.44
10.484000000000002,-0.03,0.02,-2.44
10.487,-0.04,0.02,-2.44
10.491,-0.06,0.02,-2.44
10.492,-0.06,0.03,-2.45
10.494000000000002,-0.07,0.03,-2.45
10.495999999999999,-0.08,0.03,-2.46
10.499,-0.09,0.03,-2.47
10.502,-0.09,0.03,-2.49
10.504000000000001,-0.1,0.02,-2.5
10.508,-0.11,0.02,-2.51
10.509,-0.11,0.02,-2.52
10.511,-0.11,0.01,-2.53
10.514000000000001,-0.12,0.01,-2.55
10.515999999999998,-0.12,0.01,-2.56
10.519,-0.12,0.01,-2.57
10.520999999999999,-0.12,0.01,-2.59
10.524000000000001,-0.13,0.0,-2.6
10.526,-0.13,0.0,-2.62
10.527999999999999,-0.14,-0.0,-2.63
10.530999999999999,-0.15,-0.01,-2.65
10.533,-0.15,-0.01,-2.66
10.536,-0.16,-0.02,-2.68
10.538,-0.17,-0.02,-2.69
10.540999999999999,-0.19,-0.03,-2.7
10.543,-0.2,-0.04,-2.7
10.549000000000001,-0.21,-0.06,-2.71
10.549000000000001,-0.23,-0.07,-2.72
10.550999999999998,-0.24,-0.08,-2.72
10.552999999999999,-0.26,-0.09,-2.71
10.555,-0.27,-0.11,-2.71
10.567,-0.29,-0.12,-2.7
10.568,-0.31,-0.13,-2.69
10.568,-0.33,-0.15,-2.68
10.568,-0.35,-0.16,-2.66
10.568,-0.37,-0.18,-2.64
10.57,-0.39,-0.2,-2.61
10.573,-0.41,-0.23,-2.59
10.575,-0.43,-0.25,-2.56
10.577,-0.45,-0.28,-2.52
10.58,-0.47,-0.31,-2.49
10.583,-0.49,-0.34,-2.45
10.585,-0.52,-0.37,-2.41
10.588,-0.54,-0.4,-2.37
10.591,-0.57,-0.43,-2.33
10.592,-0.59,-0.47,-2.29
10.595,-0.62,-0.5,-2.25
10.597000000000001,-0.65,-0.53,-2.21
10.6,-0.67,-0.55,-2.17
10.603,-0.7,-0.57,-2.13
10.605,-0.73,-0.59,-2.1
10.607000000000001,-0.75,-0.61,-2.07
10.609000000000002,-0.78,-0.62,-2.04
10.612,-0.8,-0.63,-2.01
10.614,-0.82,-0.64,-1.99
10.617,-0.84,-0.65,-1.97
10.619000000000002,-0.85,-0.66,-1.95
10.622,-0.87,-0.67,-1.93
10.625,-0.88,-0.68,-1.92
10.63,-0.89,-0.7,-1.9
10.63,-0.9,-0.71,-1.9
10.632,-0.91,-0.71,-1.89
10.634,-0.92,-0.72,-1.88
10.637,-0.93,-0.73,-1.87
10.639000000000001,-0.93,-0.73,-1.86
10.640999999999998,-0.94,-0.73,-1.85
10.644,-0.94,-0.73,-1.85
10.648,-0.93,-0.73,-1.83
10.649000000000001,-0.93,-0.73,-1.83
10.651,-0.93,-0.73,-1.81
10.654000000000002,-0.92,-0.73,-1.8
10.655999999999999,-0.92,-0.72,-1.78
10.659,-0.91,-0.72,-1.76
10.661,-0.9,-0.72,-1.74
10.664000000000001,-0.89,-0.72,-1.72
10.665999999999999,-0.88,-0.72,-1.7
10.67,-0.87,-0.72,-1.67
10.671,-0.85,-0.72,-1.65
10.673,-0.84,-0.72,-1.62
10.675999999999998,-0.82,-0.72,-1.59
10.677999999999999,-0.8,-0.71,-1.56
10.681,-0.79,-0.71,-1.53
10.683,-0.77,-0.7,-1.5
10.685,-0.74,-0.7,-1.47
10.687999999999999,-0.73,-0.69,-1.43
10.69,-0.7,-0.69,-1.4
10.693,-0.68,-0.68,-1.36
10.696,-0.66,-0.67,-1.33
10.698,-0.64,-0.67,-1.3
10.7,-0.62,-0.66,-1.26
10.706,-0.6,-0.65,-1.24
10.706,-0.58,-0.64,-1.21
10.708,-0.56,-0.63,-1.18
10.71,-0.55,-0.62,-1.15
10.725,-0.53,-0.61,-1.13
10.725,-0.52,-0.6,-1.11
10.725999999999999,-0.5,-0.59,-1.09
10.725999999999999,-0.48,-0.57,-1.08
10.725999999999999,-0.47,-0.56,-1.07
10.725999999999999,-0.45,-0.55,-1.06
10.727,-0.44,-0.54,-1.06
10.73,-0.42,-0.52,-1.05
10.732000000000001,-0.41,-0.51,-1.05
10.735,-0.39,-0.5,-1.05
10.737,-0.38,-0.49,-1.05
10.74,-0.36,-0.47,-1.05
10.742,-0.35,-0.46,-1.05
10.744000000000002,-0.33,-0.45,-1.05
10.748,-0.31,-0.44,-1.05
10.75,-0.3,-0.43,-1.06
10.752,-0.28,-0.41,-1.06
10.754000000000001,-0.26,-0.4,-1.06
10.757,-0.24,-0.38,-1.06
10.759,-0.22,-0.36,-1.06
10.762,-0.2,-0.34,-1.05
10.764000000000001,-0.18,-0.32,-1.05
10.765999999999998,-0.16,-0.3,-1.04
10.77,-0.14,-0.28,-1.03
10.770999999999999,-0.11,-0.26,-1.02
10.774000000000001,-0.09,-0.25,-1.01
10.776,-0.07,-0.23,-1.0
10.779000000000002,-0.05,-0.22,-0.99
10.782,-0.02,-0.21,-0.97
10.784,-0.01,-0.2,-0.95
10.786,0.01,-0.19,-0.94
10.789000000000001,0.03,-0.19,-0.92
10.790999999999999,0.04,-0.18,-0.9
10.939,0.05,-0.18,-0.88
10.94,0.06,-0.17,-0.86
10.94,0.07,-0.17,-0.84
10.94,0.08,-0.16,-0.82
10.94,0.08,-0.15,-0.81
10.94,0.08,-0.15,-0.79
10.940999999999999,0.09,-0.15,-0.77
10.940999999999999,0.09,-0.14,-0.75
10.940999999999999,0.09,-0.15,-0.74
10.940999999999999,0.08,-0.15,-0.72
10.940999999999999,0.08,-0.16,-0.7
10.940999999999999,0.07,-0.17,-0.69
10.942,0.06,-0.18,-0.67
10.942,0.06,-0.19,-0.65
10.942,0.04,-0.21,-0.63
10.942,0.03,-0.22,-0.61
10.942,0.02,-0.23,-0.59
10.943,0.01,-0.24,-0.57
10.943,-0.01,-0.25,-0.55
10.943,-0.02,-0.25,-0.54
10.943,-0.03,-0.25,-0.52
10.943,-0.04,-0.26,-0.5
10.943,-0.06,-0.26,-0.48
10.944,-0.07,-0.26,-0.46
10.944,-0.08,-0.25,-0.44
10.944,-0.08,-0.25,-0.42
10.944,-0.09,-0.24,-0.4
10.944,-0.09,-0.23,-0.38
10.944,-0.09,-0.22,-0.35
10.945,-0.09,-0.21,-0.33
10.945,-0.09,-0.2,-0.3
10.945,-0.08,-0.18,-0.28
10.945,-0.07,-0.17,-0.26
10.945,-0.06,-0.16,-0.24
10.946,-0.04,-0.14,-0.21
10.946,-0.03,-0.13,-0.19
10.946,-0.01,-0.11,-0.16
10.946,0.01,-0.09,-0.14
10.946,0.03,-0.08,-0.11
10.946,0.05,-0.06,-0.08
10.946,0.07,-0.04,-0.05
10.947000000000001,0.09,-0.02,-0.02
10.947000000000001,0.11,0.0,0.02
10.947000000000001,0.13,0.02,0.06
10.947000000000001,0.15,0.03,0.09
10.947000000000001,0.16,0.04,0.14
10.947000000000001,0.17,0.06,0.18
10.948,0.19,0.08,0.22
10.948,0.2,0.11,0.27
10.948,0.21,0.14,0.31
10.948,0.22,0.16,0.35
10.948,0.23,0.19,0.4
10.948,0.23,0.21,0.45
10.949000000000002,0.24,0.23,0.5
10.949000000000002,0.24,0.25,0.55
10.949000000000002,0.24,0.26,0.6
10.949000000000002,0.24,0.28,0.65
10.949000000000002,0.23,0.3,0.7
10.949000000000002,0.23,0.31,0.75
10.949000000000002,0.22,0.33,0.8
10.95,0.22,0.34,0.84
10.95,0.21,0.36,0.87
10.95,0.2,0.38,0.91
10.95,0.2,0.41,0.94
10.952,0.19,0.43,0.97
10.953,0.18,0.45,1.0
10.955,0.18,0.47,1.02
10.958,0.18,0.48,1.04
10.964,0.18,0.5,1.06
10.964,0.19,0.51,1.07
10.966,0.19,0.52,1.08
10.968,0.2,0.52,1.09
10.97,0.21,0.52,1.1
10.989,0.22,0.51,1.11
10.99,0.23,0.51,1.12
10.99,0.23,0.5,1.13
10.99,0.24,0.48,1.14
10.991,0.25,0.47,1.15
10.991,0.25,0.45,1.17
10.991,0.26,0.43,1.18
10.991,0.26,0.42,1.2
10.993,0.26,0.41,1.22
11.005,0.25,0.4,1.24
11.005,0.25,0.38,1.26
11.005999999999998,0.24,0.38,1.28
11.005999999999998,0.23,0.37,1.3
11.005999999999998,0.22,0.37,1.32
11.007,0.2,0.36,1.34
11.009,0.18,0.35,1.36
11.012,0.16,0.34,1.38
11.014000000000001,0.14,0.34,1.41
11.017000000000001,0.12,0.33,1.43
11.019,0.09,0.32,1.46
11.022,0.07,0.31,1.48
11.024000000000001,0.05,0.3,1.51
11.03,0.03,0.29,1.53
11.030999999999999,0.01,0.28,1.56
11.032,-0.01,0.28,1.59
11.034,-0.02,0.27,1.61
11.036,-0.02,0.27,1.63
