time,gFx,gFy,gFz,TgF
7.515,-1.2635,-0.4861,0.1228,1.359
7.517,-1.2655,-0.4797,0.1242,1.359
7.52,-1.2651,-0.4768,0.1306,1.358
7.522,-1.2657,-0.4734,0.1335,1.358
7.524,-1.2648,-0.4709,0.1355,1.3559999999999999
7.527,-1.2634,-0.467,0.1394,1.354
7.529,-1.2615,-0.4635,0.1398,1.351
7.532,-1.2586,-0.4601,0.1413,1.347
7.534,-1.2547,-0.4576,0.1428,1.3430000000000002
7.537,-1.2523,-0.4561,0.1408,1.34
7.539,-1.2523,-0.4546,0.1403,1.34
7.542,-1.2528,-0.4527,0.1413,1.34
7.546,-1.2533,-0.4517,0.1438,1.34
7.547,-1.2543,-0.4498,0.1467,1.341
7.549,-1.2617,-0.4513,0.1506,1.348
7.551,-1.2666,-0.4514,0.155,1.354
7.554,-1.2716,-0.4524,0.1613,1.359
7.556,-1.278,-0.453,0.1692,1.3659999999999999
7.559,-1.2844,-0.453,0.1756,1.3730000000000002
7.561,-1.2928,-0.4537,0.1829,1.382
7.563,-1.3011,-0.4552,0.1897,1.391
7.567,-1.3085,-0.4568,0.1951,1.4
7.568,-1.3164,-0.4545,0.1995,1.4069999999999998
7.571,-1.3237,-0.4536,0.202,1.4140000000000001
7.573,-1.3292,-0.4512,0.2054,1.419
7.576,-1.3355,-0.4498,0.2034,1.4240000000000002
7.578,-1.3424,-0.4455,0.2034,1.429
7.581,-1.3493,-0.446,0.2005,1.435
7.585,-1.359,-0.4457,0.196,1.444
7.586,-1.3693,-0.4423,0.1897,1.4509999999999998
7.589,-1.3824,-0.443,0.1823,1.463
7.591,-1.3945,-0.4411,0.171,1.473
7.593,-1.4071,-0.4447,0.1613,1.484
7.595,-1.4231,-0.4498,0.15,1.5
7.598,-1.438,-0.4577,0.1387,1.515
7.601,-1.4539,-0.4682,0.1256,1.5330000000000001
7.604,-1.4727,-0.4806,0.1129,1.5530000000000002
7.78,-1.4949,-0.498,0.1011,1.579
7.78,-1.5176,-0.5183,0.0903,1.6059999999999999
7.781,-1.5381,-0.5436,0.079,1.633
7.781,-1.5544,-0.5692,0.0696,1.6569999999999998
7.781,-1.5736,-0.5929,0.0613,1.683
7.782,-1.5958,-0.6176,0.0589,1.712
7.782,-1.6161,-0.6433,0.0598,1.74
7.783,-1.6314,-0.6666,0.0584,1.7630000000000001
7.783,-1.6482,-0.6854,0.0515,1.786
7.783,-1.6656,-0.7037,0.0495,1.8090000000000002
7.783,-1.68,-0.721,0.05,1.829
7.784,-1.6908,-0.7285,0.0559,1.8419999999999999
7.784,-1.6923,-0.7324,0.0593,1.845
7.784,-1.6913,-0.7299,0.0622,1.8430000000000002
7.784,-1.687,-0.7196,0.0607,1.835
7.785,-1.6744,-0.7062,0.0588,1.818
7.785,-1.6604,-0.6865,0.0534,1.798
7.785,-1.6431,-0.6662,0.0471,1.774
7.785,-1.6241,-0.6414,0.0359,1.7469999999999999
7.786,-1.6037,-0.6162,0.0178,1.7180000000000002
7.786,-1.5718,-0.5967,-0.0183,1.681
7.786,-1.5439,-0.5767,-0.0516,1.649
7.786,-1.5223,-0.5471,-0.0467,1.618
7.786,-1.4966,-0.5183,-0.0593,1.585
7.787,-1.4781,-0.4926,-0.0745,1.56
7.787,-1.4665,-0.4729,-0.0847,1.5430000000000001
7.787,-1.4593,-0.4541,-0.0916,1.531
7.787,-1.4501,-0.4399,-0.0984,1.5190000000000001
7.788,-1.4486,-0.4339,-0.1052,1.516
7.788,-1.4417,-0.4329,-0.1116,1.5090000000000001
7.788,-1.4325,-0.4372,-0.1077,1.5019999999999998
7.788,-1.4212,-0.4405,-0.1052,1.492
7.789,-1.4104,-0.4457,-0.1052,1.483
7.789,-1.4015,-0.4515,-0.1033,1.476
7.789,-1.3947,-0.4549,-0.1023,1.4709999999999999
7.79,-1.3897,-0.4612,-0.1072,1.4680000000000002
7.79,-1.3886,-0.4704,-0.1082,1.47
7.79,-1.39,-0.4778,-0.1043,1.474
7.79,-1.3958,-0.4897,-0.0955,1.482
7.791,-1.4007,-0.504,-0.0789,1.4909999999999999
7.791,-1.4069,-0.5246,-0.0608,1.5030000000000001
7.791,-1.4133,-0.5488,-0.0364,1.517
7.791,-1.4162,-0.5714,-0.0118,1.527
7.792,-1.4185,-0.5964,0.0111,1.5390000000000001
7.792,-1.4195,-0.6224,0.0331,1.55
7.792,-1.4174,-0.6459,0.0541,1.5590000000000002
7.792,-1.4124,-0.6699,0.0726,1.565
7.793,-1.4011,-0.689,0.0908,1.564
7.793,-1.3883,-0.7103,0.1049,1.5630000000000002
7.793,-1.3731,-0.7258,0.1148,1.557
7.793,-1.3559,-0.7394,0.1255,1.5490000000000002
7.793,-1.3377,-0.7524,0.1323,1.54
7.794,-1.3201,-0.762,0.1421,1.531
7.794,-1.298,-0.7731,0.1475,1.518
7.794,-1.2785,-0.7817,0.1539,1.506
7.794,-1.2559,-0.7898,0.1534,1.4909999999999999
7.795,-1.2333,-0.7959,0.1549,1.476
7.795,-1.2108,-0.7995,0.1554,1.459
7.795,-1.1863,-0.8007,0.1579,1.44
7.795,-1.1649,-0.8015,0.1622,1.423
7.795,-1.1409,-0.8046,0.1705,1.4069999999999998
7.796,-1.1179,-0.8048,0.171,1.3880000000000001
7.796,-1.0984,-0.8027,0.174,1.3719999999999999
7.796,-1.0809,-0.801,0.1765,1.357
7.796,-1.0633,-0.7964,0.1765,1.34
7.796,-1.0477,-0.7962,0.1784,1.328
7.797,-1.0317,-0.7926,0.1828,1.314
7.797,-1.0176,-0.789,0.1848,1.301
7.797,-1.0038,-0.7874,0.1873,1.2890000000000001
7.797,-0.9927,-0.7853,0.1917,1.28
7.797,-0.982,-0.7818,0.1931,1.27
7.798,-0.9737,-0.7812,0.1936,1.263
7.798,-0.965,-0.7733,0.1975,1.252
7.798,-0.9592,-0.7688,0.2001,1.245
7.798,-0.9519,-0.7647,0.202,1.238
7.798,-0.9447,-0.7627,0.2025,1.2309999999999999
7.798,-0.9374,-0.7611,0.2055,1.225
7.799,-0.931,-0.7591,0.204,1.218
7.799,-0.9213,-0.7536,0.204,1.208
7.801,-0.9121,-0.7476,0.2006,1.196
7.801,-0.9052,-0.7451,0.1971,1.189
7.804,-0.8993,-0.7401,0.1942,1.181
7.807,-0.893,-0.7361,0.1908,1.173
7.809,-0.888,-0.7341,0.1795,1.166
7.811,-0.8811,-0.7296,0.1668,1.156
7.814,-0.8737,-0.7275,0.1536,1.147
7.816,-0.8667,-0.7269,0.1414,1.14
7.819,-0.8573,-0.7258,0.1287,1.131
7.821,-0.8465,-0.7242,0.1195,1.12
7.824,-0.8352,-0.7202,0.1097,1.1079999999999999
7.826,-0.8234,-0.7156,0.0994,1.095
7.829,-0.8131,-0.7116,0.0892,1.084
7.831,-0.8043,-0.7041,0.0803,1.072
7.836,-0.7965,-0.7011,0.072,1.064
7.836,-0.7891,-0.6956,0.0637,1.054
7.838,-0.7822,-0.6901,0.0588,1.045
7.841,-0.7685,-0.685,0.0422,1.03
7.844,-0.6259,-0.6384,-0.1494,0.9059999999999999
7.846,-0.5058,-0.6046,-0.2676,0.8320000000000001
7.848,-0.7183,-0.7417,0.0339,1.033
7.851,-0.8196,-0.823,0.1854,1.176
7.854,-0.7141,-0.7607,0.0247,1.044
7.856,-0.5961,-0.6588,-0.0716,0.8909999999999999
7.858,-0.7626,-0.6919,0.1015,1.035
7.86,-0.8556,-0.7283,0.2055,1.1420000000000001
7.864,-0.8253,-0.6927,0.1684,1.091
7.865,-0.7612,-0.637,0.0936,0.997
7.868,-0.7319,-0.6151,0.0721,0.9590000000000001
7.87,-0.7323,-0.6229,0.0711,0.9640000000000001
7.873,-0.7456,-0.6485,0.0682,0.991
7.875,-0.759,-0.6717,0.0623,1.015
7.878,-0.7681,-0.6879,0.0618,1.033
7.88,-0.772,-0.6939,0.0696,1.04
7.884,-0.7716,-0.6954,0.0813,1.042
7.885,-0.7713,-0.6934,0.0906,1.041
7.888,-0.7678,-0.69,0.0897,1.036
7.89,-0.7654,-0.6874,0.0852,1.032
7.893,-0.7668,-0.687,0.0789,1.033
7.895,-0.7682,-0.6914,0.0735,1.036
7.897,-0.7705,-0.6968,0.0681,1.041
7.9,-0.7714,-0.6993,0.0623,1.043
7.903,-0.7738,-0.7032,0.0584,1.047
7.905,-0.7761,-0.7086,0.0559,1.052
7.907,-0.7775,-0.7125,0.0549,1.056
7.91,-0.777,-0.715,0.0549,1.057
7.912,-0.778,-0.7145,0.0574,1.058
7.915,-0.7766,-0.716,0.0608,1.058
7.917,-0.7761,-0.7179,0.0632,1.0590000000000002
7.919,-0.7732,-0.7189,0.0681,1.058
7.922,-0.7727,-0.7203,0.072,1.0590000000000002
7.924,-0.7693,-0.7218,0.0764,1.058
7.927,-0.7703,-0.7213,0.0779,1.058
7.93,-0.7718,-0.7213,0.0798,1.0590000000000002
7.932,-0.7713,-0.7213,0.0803,1.0590000000000002
7.934,-0.7713,-0.7213,0.0808,1.0590000000000002
7.937,-0.7713,-0.7228,0.0808,1.06
7.939,-0.7718,-0.7233,0.0798,1.061
7.942,-0.7717,-0.7223,0.0779,1.06
7.944,-0.7703,-0.7233,0.075,1.0590000000000002
7.946,-0.7697,-0.7247,0.0735,1.06
7.949,-0.7697,-0.7227,0.0715,1.058
7.955,-0.7688,-0.7222,0.0706,1.057
7.956,-0.7692,-0.7222,0.0701,1.057
7.956,-0.7702,-0.7198,0.0681,1.056
7.959,-0.7702,-0.7203,0.0676,1.057
7.961,-0.7707,-0.7198,0.0686,1.057
7.965,-0.7712,-0.7198,0.0657,1.057
7.966,-0.7717,-0.7189,0.0662,1.057
7.968,-0.7717,-0.7184,0.0662,1.056
7.971,-0.7707,-0.7193,0.0642,1.056
7.973,-0.7702,-0.7188,0.0637,1.055
7.976,-0.7678,-0.7183,0.0623,1.053
7.978,-0.7667,-0.7203,0.0623,1.054
7.981,-0.7628,-0.7202,0.0637,1.051
7.984,-0.7599,-0.7211,0.0637,1.05
7.986,-0.7575,-0.7211,0.0662,1.048
7.988,-0.7526,-0.7221,0.0676,1.045
7.991,-0.7496,-0.725,0.0681,1.045
7.993,-0.7477,-0.7264,0.0686,1.045
7.995,-0.7403,-0.7307,0.072,1.043
7.998,-0.7364,-0.7346,0.0745,1.043
8.0,-0.731,-0.7375,0.0774,1.041
8.003,-0.7242,-0.7409,0.0823,1.0390000000000001
8.005,-0.7183,-0.7418,0.0853,1.036
8.008,-0.7149,-0.7462,0.0917,1.037
8.01,-0.711,-0.749,0.0961,1.037
8.013,-0.7067,-0.75,0.1024,1.036
8.015,-0.6998,-0.7539,0.1073,1.034
8.017,-0.6954,-0.7562,0.1112,1.033
8.02,-0.6891,-0.7601,0.1171,1.033
8.023,-0.6847,-0.7635,0.1215,1.033
8.025,-0.6798,-0.7674,0.1249,1.033
8.027,-0.6769,-0.7723,0.1288,1.035
8.031,-0.6739,-0.7786,0.1337,1.038
8.032,-0.6713,-0.7859,0.1337,1.042
8.035,-0.6683,-0.7923,0.1366,1.045
8.037,-0.6683,-0.8011,0.1405,1.053
8.04,-0.6658,-0.8084,0.1444,1.057
8.042,-0.6643,-0.8177,0.1474,1.064
8.045,-0.6642,-0.8255,0.1503,1.07
8.047,-0.6626,-0.8348,0.1522,1.077
8.049,-0.6625,-0.8422,0.1547,1.083
8.053,-0.662,-0.8485,0.1571,1.088
8.054,-0.661,-0.8578,0.1586,1.094
8.057,-0.6589,-0.8676,0.1586,1.101
8.059,-0.656,-0.8725,0.1615,1.103
8.062,-0.6505,-0.8758,0.1635,1.103
8.065,-0.6436,-0.8802,0.1644,1.103
8.067,-0.6353,-0.883,0.1664,1.1
8.069,-0.6295,-0.8845,0.1679,1.099
8.071,-0.6231,-0.8853,0.1674,1.0959999999999999
8.074,-0.6167,-0.8892,0.1679,1.095
8.077,-0.6083,-0.8916,0.1689,1.092
8.079,-0.5986,-0.8919,0.1699,1.088
8.081,-0.5889,-0.8899,0.1709,1.081
8.084,-0.5792,-0.8849,0.1733,1.072
8.087,-0.5699,-0.8817,0.1738,1.064
8.089,-0.5588,-0.8767,0.1757,1.054
8.091,-0.5466,-0.8708,0.1768,1.043
8.094,-0.5389,-0.8609,0.1778,1.031
8.283,-0.5267,-0.8538,0.1792,1.0190000000000001
8.284,-0.5151,-0.8464,0.1807,1.0070000000000001
8.284,-0.5059,-0.838,0.1821,0.996
8.284,-0.4963,-0.8295,0.1817,0.9840000000000001
8.285,-0.488,-0.8231,0.1832,0.9740000000000001
8.285,-0.4836,-0.8201,0.1822,0.9690000000000001
8.285,-0.4827,-0.8171,0.1817,0.966
8.286,-0.4841,-0.8176,0.1783,0.9670000000000001
8.286,-0.488,-0.8196,0.1743,0.97
8.286,-0.4923,-0.8245,0.169,0.975
8.287,-0.4994,-0.831,0.1607,0.983
8.287,-0.5071,-0.8408,0.1509,0.993
8.287,-0.5166,-0.8522,0.1406,1.006
8.288,-0.5247,-0.865,0.1293,1.02
8.288,-0.5376,-0.8799,0.1186,1.038
8.288,-0.549,-0.8957,0.1088,1.056
8.288,-0.5576,-0.9065,0.0951,1.069
8.289,-0.5662,-0.9174,0.0858,1.081
8.289,-0.57,-0.9248,0.0798,1.089
8.289,-0.5679,-0.9316,0.0769,1.094
8.29,-0.5634,-0.9374,0.0701,1.0959999999999999
8.29,-0.5584,-0.9393,0.0637,1.095
8.29,-0.5505,-0.9363,0.0618,1.088
8.291,-0.5419,-0.9288,0.0613,1.077
8.291,-0.5292,-0.9223,0.0613,1.065
8.291,-0.5167,-0.9099,0.0589,1.048
8.292,-0.5046,-0.8985,0.0594,1.032
8.292,-0.4939,-0.8881,0.0613,1.018
8.292,-0.4809,-0.8747,0.0638,1.0
8.293,-0.4645,-0.8618,0.0707,0.982
8.293,-0.4462,-0.844,0.0775,0.958
8.293,-0.4264,-0.8242,0.0844,0.932
8.293,-0.4034,-0.7984,0.0942,0.899
8.293,-0.3832,-0.7728,0.1046,0.8690000000000001
8.294,-0.3636,-0.746,0.1129,0.838
8.294,-0.3468,-0.7194,0.1232,0.8079999999999999
8.294,-0.336,-0.6929,0.1359,0.782
8.294,-0.3305,-0.6693,0.1462,0.7609999999999999
8.294,-0.3309,-0.6483,0.1579,0.745
8.295,-0.3342,-0.6287,0.1691,0.732
8.295,-0.3369,-0.6072,0.178,0.7170000000000001
8.295,-0.3416,-0.5916,0.1843,0.708
8.295,-0.3487,-0.5775,0.1897,0.701
8.295,-0.3567,-0.5634,0.1912,0.6940000000000001
8.296,-0.3681,-0.5518,0.1946,0.691
8.296,-0.3829,-0.5412,0.1975,0.6920000000000001
8.296,-0.4006,-0.5355,0.1995,0.698
8.296,-0.4192,-0.5288,0.203,0.705
8.297,-0.4407,-0.5276,0.2005,0.716
8.297,-0.4618,-0.5249,0.198,0.727
8.297,-0.4887,-0.5218,0.1921,0.74
8.297,-0.514,-0.5221,0.1862,0.7559999999999999
8.297,-0.5417,-0.5278,0.1789,0.777
8.298,-0.5729,-0.5364,0.1666,0.802
8.298,-0.6079,-0.5442,0.1573,0.831
8.298,-0.6464,-0.5544,0.1549,0.866
8.298,-0.6834,-0.5671,0.1489,0.9
8.298,-0.7109,-0.5767,0.1367,0.9259999999999999
8.299,-0.7352,-0.5862,0.124,0.948
8.299,-0.7653,-0.6003,0.1206,0.98
8.299,-0.795,-0.6139,0.1181,1.011
8.299,-0.8211,-0.6298,0.1102,1.041
8.299,-0.8458,-0.6409,0.0994,1.0659999999999998
8.3,-0.8675,-0.6558,0.0877,1.091
8.3,-0.8853,-0.6688,0.0754,1.112
8.3,-0.9037,-0.6817,0.0622,1.1340000000000001
8.3,-0.9181,-0.6956,0.049,1.153
8.3,-0.9242,-0.7034,0.0343,1.162
8.301,-0.9318,-0.7142,0.0241,1.1740000000000002
8.301,-0.9364,-0.7261,0.0167,1.185
8.301,-0.9436,-0.7408,0.0103,1.2
8.301,-0.9473,-0.7506,0.0049,1.209
8.301,-0.9515,-0.7614,-0.0029,1.219
8.302,-0.9517,-0.7738,-0.0161,1.227
8.302,-0.9505,-0.78,-0.0308,1.23
8.302,-0.9426,-0.775,-0.0445,1.2209999999999999
8.302,-0.9343,-0.7656,-0.0582,1.209
8.303,-0.9246,-0.7478,-0.0694,1.1909999999999998
8.303,-0.91,-0.7319,-0.0845,1.171
8.303,-0.9106,-0.7481,-0.1011,1.183
8.303,-0.9102,-0.7657,-0.1202,1.196
8.303,-0.9085,-0.7824,-0.1281,1.206
8.303,-0.9063,-0.7946,-0.1359,1.213
8.304,-0.9042,-0.8029,-0.1427,1.218
8.304,-0.9036,-0.8082,-0.1481,1.2209999999999999
8.306,-0.9001,-0.8092,-0.1486,1.219
8.307,-0.8973,-0.8018,-0.1427,1.212
8.315,-0.8941,-0.7924,-0.1364,1.202
8.315,-0.8982,-0.7813,-0.132,1.198
8.315,-0.9003,-0.7661,-0.1281,1.189
8.317,-0.9075,-0.7505,-0.1207,1.1840000000000002
8.33,-0.914,-0.7378,-0.1138,1.18
8.33,-0.9226,-0.7257,-0.1075,1.179
8.331,-0.9331,-0.7151,-0.0948,1.179
8.331,-0.9476,-0.706,-0.0675,1.1840000000000002
8.331,-0.9632,-0.7008,-0.0332,1.192
8.332,-0.9758,-0.6878,-0.0043,1.194
8.334,-0.984,-0.6762,0.0231,1.194
8.336,-0.9941,-0.6631,0.0392,1.196
8.339,-1.0085,-0.6564,0.0504,1.204
8.343,-1.0224,-0.6473,0.0665,1.212
8.344,-1.0325,-0.6346,0.0734,1.214
8.346,-1.0409,-0.624,0.0778,1.216
8.349,-1.0528,-0.6119,0.0861,1.2209999999999999
8.351,-1.0673,-0.5999,0.1022,1.229
8.354,-1.0828,-0.5903,0.1238,1.239
8.356,-1.1002,-0.5812,0.1443,1.253
8.359,-1.1152,-0.5716,0.1624,1.264
8.361,-1.1247,-0.5595,0.1824,1.2690000000000001
8.363,-1.1334,-0.5499,0.1995,1.275
8.366,-1.1409,-0.5411,0.2108,1.28
8.368,-1.1461,-0.5323,0.2235,1.2830000000000001
8.371,-1.1467,-0.525,0.2313,1.2819999999999998
8.373,-1.1406,-0.5162,0.2406,1.275
8.379,-1.1297,-0.516,0.2367,1.264
8.379,-1.1139,-0.5285,0.1912,1.248
8.381,-1.1188,-0.5237,0.226,1.256
8.384,-1.1096,-0.5187,0.2373,1.248
8.386,-1.1009,-0.5118,0.2368,1.237
8.388,-1.0946,-0.5088,0.2373,1.23
8.391,-1.0931,-0.5033,0.2324,1.226
8.393,-1.0908,-0.4999,0.2387,1.2229999999999999
8.395,-1.0884,-0.5013,0.2387,1.222
8.398,-1.0815,-0.4988,0.2402,1.215
8.4,-1.0688,-0.4957,0.2319,1.2009999999999998
8.403,-1.0545,-0.4975,0.2187,1.186
8.405,-1.0387,-0.4978,0.208,1.17
8.408,-1.0235,-0.5001,0.1972,1.156
8.411,-1.012,-0.5013,0.1825,1.1440000000000001
8.413,-1.0065,-0.5086,0.1708,1.141
8.415,-1.0054,-0.516,0.1762,1.1440000000000001
8.417,-1.0044,-0.517,0.1796,1.1440000000000001
8.42,-1.0046,-0.516,0.1908,1.145
8.423,-0.9978,-0.5071,0.1918,1.136
8.425,-0.993,-0.5016,0.1908,1.129
8.427,-0.9723,-0.4906,0.1557,1.1
8.43,-0.9917,-0.485,0.185,1.119
8.433,-0.9895,-0.4791,0.2007,1.1179999999999999
8.435,-0.9794,-0.4707,0.2154,1.1079999999999999
8.437,-0.9772,-0.4623,0.2256,1.104
8.44,-0.9784,-0.4491,0.2388,1.103
8.442,-0.9884,-0.4419,0.252,1.112
8.445,-0.9975,-0.4338,0.2662,1.12
8.447,-1.0069,-0.4245,0.2765,1.127
8.449,-1.0159,-0.4153,0.2799,1.133
8.452,-1.0259,-0.4047,0.2906,1.141
8.455,-1.0295,-0.3925,0.2877,1.139
8.457,-1.035,-0.3862,0.2921,1.143
8.459,-1.041,-0.378,0.3009,1.148
8.462,-1.0516,-0.3683,0.323,1.16
8.464,-1.0572,-0.3611,0.3415,1.168
8.467,-1.059,-0.3528,0.364,1.1740000000000002
8.469,-1.0578,-0.3459,0.3797,1.176
8.472,-1.0605,-0.3377,0.3997,1.183
8.474,-1.0642,-0.3319,0.4173,1.19
8.476,-1.0688,-0.3246,0.4349,1.199
8.479,-1.0705,-0.3153,0.4535,1.205
8.481,-1.0717,-0.3065,0.4618,1.207
8.484,-1.0714,-0.2992,0.4697,1.207
8.486,-1.0657,-0.2928,0.4731,1.202
8.492,-1.0609,-0.2863,0.4789,1.199
8.492,-1.0551,-0.2804,0.4814,1.193
8.494,-1.0489,-0.2715,0.4902,1.189
8.496,-1.0447,-0.2666,0.499,1.188
8.498,-1.0385,-0.2641,0.5132,1.188
8.502,-1.0303,-0.2616,0.5151,1.181
8.504,-1.0234,-0.2615,0.5161,1.176
8.506,-1.0066,-0.2598,0.5054,1.156
8.508,-1.0204,-0.2629,0.5142,1.172
8.512,-1.0249,-0.264,0.5279,1.183
8.513,-1.0162,-0.2614,0.525,1.173
8.516,-1.0131,-0.2604,0.5176,1.167
8.518,-1.0071,-0.2598,0.498,1.153
8.521,-1.0014,-0.2627,0.4678,1.136
8.523,-0.998,-0.2694,0.4335,1.121
8.525,-0.9968,-0.2752,0.4154,1.114
8.528,-0.9972,-0.2821,0.4095,1.114
8.53,-0.9951,-0.2874,0.4042,1.112
8.535,-0.9956,-0.2904,0.4081,1.114
8.535,-1.0015,-0.2909,0.4134,1.122
8.538,-1.0098,-0.2915,0.4159,1.13
8.54,-1.0187,-0.2892,0.4115,1.136
8.544,-1.0303,-0.2913,0.4071,1.145
8.545,-1.0434,-0.2929,0.3992,1.155
8.548,-1.0541,-0.2964,0.3934,1.163
8.55,-1.0614,-0.297,0.3899,1.169
8.553,-1.0677,-0.2995,0.3904,1.176
8.555,-1.0732,-0.2991,0.3977,1.183
8.557,-1.0762,-0.2967,0.4085,1.189
8.56,-1.0812,-0.2963,0.4217,1.198
8.562,-1.0823,-0.2943,0.4266,1.2
8.565,-1.0784,-0.2953,0.4236,1.196
8.568,-1.0997,-0.3005,0.4672,1.232
8.57,-1.1034,-0.3055,0.5024,1.25
8.572,-1.1022,-0.3031,0.5234,1.2570000000000001
8.574,-1.1093,-0.3027,0.5543,1.276
8.577,-1.1119,-0.3028,0.5713,1.286
8.579,-1.1076,-0.3008,0.5792,1.286
8.582,-1.1052,-0.2983,0.5782,1.2819999999999998
8.584,-1.1037,-0.2992,0.5753,1.28
8.789,-1.1011,-0.3022,0.5674,1.275
8.79,-1.1011,-0.3051,0.5611,1.273
8.79,-1.1024,-0.3125,0.5582,1.275
8.79,-1.1102,-0.3199,0.5626,1.285
8.791,-1.1219,-0.3284,0.5699,1.3
8.791,-1.1312,-0.3358,0.5787,1.314
8.791,-1.1414,-0.3482,0.584,1.329
8.792,-1.155,-0.3616,0.5928,1.348
8.792,-1.1647,-0.3789,0.6079,1.367
8.793,-1.1788,-0.4006,0.6255,1.393
8.793,-1.1973,-0.4278,0.6465,1.426
8.793,-1.2152,-0.457,0.6597,1.456
8.794,-1.2325,-0.4866,0.669,1.484
8.794,-1.2479,-0.5176,0.6807,1.5130000000000001
8.794,-1.2604,-0.5482,0.6943,1.54
8.794,-1.2749,-0.5748,0.7075,1.567
8.795,-1.2903,-0.6014,0.7163,1.594
8.795,-1.3023,-0.6232,0.7217,1.614
8.795,-1.3125,-0.6409,0.7295,1.633
8.795,-1.3192,-0.6533,0.7368,1.646
8.795,-1.3227,-0.6588,0.7456,1.655
8.796,-1.3285,-0.6617,0.7476,1.662
8.796,-1.3325,-0.6623,0.7495,1.666
8.796,-1.3413,-0.6619,0.7505,1.673
8.796,-1.3515,-0.6615,0.7495,1.681
8.797,-1.3594,-0.6611,0.7495,1.6869999999999998
8.797,-1.3634,-0.6597,0.7504,1.69
8.797,-1.3673,-0.6597,0.7519,1.694
8.797,-1.3717,-0.6603,0.7539,1.699
8.798,-1.3688,-0.6538,0.7543,1.694
8.798,-1.3631,-0.6455,0.7598,1.689
8.798,-1.3559,-0.639,0.7666,1.6840000000000002
8.798,-1.3472,-0.6287,0.7652,1.672
8.798,-1.3355,-0.6182,0.7627,1.6580000000000001
8.799,-1.3224,-0.6048,0.752,1.6369999999999998
8.799,-1.3068,-0.587,0.7359,1.61
8.799,-1.2917,-0.5667,0.7173,1.5819999999999999
8.799,-1.2732,-0.5454,0.6958,1.55
8.8,-1.2542,-0.5255,0.6733,1.517
8.8,-1.237,-0.5032,0.6498,1.485
8.8,-1.2184,-0.4829,0.6288,1.454
8.8,-1.2004,-0.4646,0.6093,1.4240000000000002
8.8,-1.1852,-0.4487,0.5883,1.3969999999999998
8.801,-1.173,-0.4377,0.5702,1.376
8.801,-1.1612,-0.4278,0.5536,1.3559999999999999
8.801,-1.1499,-0.4237,0.5453,1.341
8.801,-1.1381,-0.4225,0.5355,1.327
8.802,-1.1291,-0.42,0.5204,1.3119999999999998
8.802,-1.1192,-0.4252,0.5087,1.301
8.802,-1.1112,-0.432,0.4979,1.2919999999999998
8.802,-1.1071,-0.4418,0.4921,1.29
8.803,-1.0972,-0.449,0.4881,1.2819999999999998
8.803,-1.0898,-0.4567,0.4847,1.2770000000000001
8.803,-1.0813,-0.4659,0.4818,1.272
8.803,-1.0724,-0.4761,0.4794,1.2670000000000001
8.804,-1.0669,-0.4907,0.4813,1.2690000000000001
8.804,-1.0638,-0.5078,0.4842,1.274
8.804,-1.0636,-0.5304,0.496,1.288
8.804,-1.0581,-0.5455,0.4979,1.29
8.804,-1.052,-0.5616,0.5043,1.295
8.805,-1.048,-0.5807,0.5082,1.301
8.805,-1.0468,-0.6003,0.5121,1.311
8.805,-1.0456,-0.6228,0.5189,1.3230000000000002
8.805,-1.0435,-0.6453,0.5272,1.335
8.806,-1.0453,-0.6679,0.5359,1.351
8.806,-1.0475,-0.6895,0.5423,1.3659999999999999
8.806,-1.0483,-0.7096,0.5472,1.379
8.806,-1.0511,-0.7277,0.5541,1.393
8.806,-1.0524,-0.7464,0.559,1.406
8.807,-1.0542,-0.7645,0.5643,1.419
8.807,-1.0541,-0.7862,0.5751,1.435
8.807,-1.0466,-0.8032,0.5775,1.44
8.807,-1.0327,-0.8128,0.5717,1.433
8.808,-1.0155,-0.8195,0.5668,1.423
8.808,-0.9986,-0.8261,0.558,1.411
8.808,-0.9839,-0.8318,0.5526,1.402
8.808,-0.974,-0.8381,0.5526,1.399
8.808,-0.9637,-0.8409,0.5463,1.391
8.809,-0.9547,-0.8442,0.5389,1.3840000000000001
8.809,-0.9449,-0.8441,0.5306,1.374
8.809,-0.9365,-0.844,0.5223,1.365
8.809,-0.9256,-0.8418,0.5047,1.349
8.81,-0.9138,-0.8378,0.4876,1.3319999999999999
8.81,-0.9029,-0.8347,0.4661,1.315
8.81,-0.8934,-0.8316,0.4509,1.301
8.81,-0.8865,-0.8256,0.4387,1.288
8.81,-0.8767,-0.8196,0.4274,1.274
8.811,-0.8698,-0.8107,0.4157,1.26
8.811,-0.8601,-0.8013,0.4069,1.244
8.811,-0.8552,-0.7914,0.3962,1.2309999999999999
8.811,-0.8479,-0.7796,0.3869,1.215
8.811,-0.8416,-0.7667,0.3737,1.198
8.822,-0.8406,-0.7564,0.3595,1.187
8.822,-0.8377,-0.744,0.3473,1.173
8.823,-0.8348,-0.7327,0.3351,1.16
8.823,-0.8372,-0.723,0.3239,1.153
8.823,-0.8348,-0.7122,0.3111,1.141
8.836,-0.8275,-0.6993,0.3018,1.125
8.837,-0.8217,-0.6875,0.2916,1.11
8.837,-0.8188,-0.6747,0.2838,1.0979999999999999
8.837,-0.8179,-0.6624,0.2755,1.088
8.838,-0.816,-0.6511,0.2667,1.077
8.838,-0.8108,-0.6343,0.2628,1.062
